AGN_name,RA,DEC,z,source,type,ALeRCE,prob_diff_top2,alert_offset,t0,te,tg,r0_g,r0_r,A_g,A_r,max_gap,peak_sigma_g,peak_sigma_r,excess_num_g,excess_num_r,delta_bic,flare_point_g,flare_point_r,flag_1,flag_2,flag_3,flag_4,flag_5,flag_6,flag_7,flag_8
J150019.05+224850.2,225.0793612,22.8139691,0.186,M,,,,,59192.1,3.9,19.6,29.26,81.85,70.55,186.05,192.2,2.86,8.83,2.0,1.0,65.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J150025.29+055753.1,225.1053705,5.9647489,1.027,MDLQW,,AGN,0.467,0.207,59436.1,11.0,0.9,39.21,56.32,33.67,10.67,186.2,3.69,3.53,3.0,1.0,-18.8,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
J150029.23+222304.4,225.1217851,22.3845604,0.057,M,SN,SNIa,0.226,0.892,59215.6,17.3,7.6,176.56,404.87,178.27,223.34,146.3,10.18,5.39,0.0,2.0,210.1,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J150032.18+271323.2,225.1341004,27.2231321,0.031,M,,,,,59195.4,3.4,4.1,213.84,468.39,137.95,408.2,127.3,6.02,9.67,1.0,2.0,112.9,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J150036.23+141413.5,225.1509704,14.2370901,0.089,M,,,,,59260.4,11.2,0.0,87.83,190.93,43.69,61.8,147.3,3.38,3.29,5.0,6.0,-10.2,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
J150036.84+161020.0,225.1535,16.17224,0.038,M,,,,,59188.5,6.2,2.0,460.82,1142.84,477.31,229.38,146.3,3.02,3.37,2.0,3.0,-4.8,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J150043.46+053244.7,225.1810854,5.5457708,0.206,MDW,,AGN,0.398,0.588,58558.4,1.3,41.0,60.22,174.42,17.21,32.91,171.2,3.3,3.01,1.0,2.0,-9.2,3.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
J150044.85+162634.9,225.1868852,16.4430266,0.126,M,,,,,59203.5,14.5,25.4,95.46,258.78,20.3,28.57,146.3,3.4,3.56,3.0,3.0,-15.3,3.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
J150046.25+260925.3,225.1927042,26.1570476,0.134,ML,,,,,58999.3,368.0,282.2,105.03,287.48,132.05,112.95,327.0,2.39,2.7,0.0,0.0,21.6,8.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
J150046.35+285823.4,225.1931163,28.9731662,0.144,M,,,,,59195.4,4.5,1.4,184.67,392.99,74.93,190.37,127.3,5.75,7.81,2.0,1.0,65.3,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J150048.65+475115.5,225.2027233,47.8543142,1.059,MQW,Blazar,Blazar,0.759,0.11,59012.6,2.6,9.8,47.76,78.52,147.8,183.57,295.2,4.91,3.98,0.0,0.0,170.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J150053.91+382349.6,225.2246388,38.39711,0.145,M,,,,,59972.3,10.2,47.3,81.96,226.68,17.83,14.48,120.3,2.75,3.51,3.0,2.0,-19.2,5.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
J150055.83+103024.3,225.2326404,10.5067521,0.205,M,,,,,60201.6,116.9,21.0,47.26,147.08,39.37,47.51,170.3,3.3,3.59,2.0,4.0,12.1,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J150106.25+552750.8,225.2760563,55.4641104,0.936,MQW,Blazar,Blazar,0.739,0.037,58245.6,204.3,0.0,50.33,116.58,46.91,57.63,159.3,2.8,2.85,0.0,0.0,22.6,43.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
J150106.36+245436.4,225.2765204,24.9101341,0.034,M,,,,,59190.9,45.6,4.9,102.67,211.38,41.92,57.62,133.4,3.36,3.63,9.0,4.0,8.6,8.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J150108.48+065556.5,225.2853232,6.9323789,1.316,MDQW,,Blazar,0.064,0.211,59135.6,484.9,17.2,97.65,124.72,39.2,30.91,150.3,3.08,1.77,0.0,0.0,-23.6,60.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J150114.45+470546.2,225.310213,47.0961658,1.558,MLQW,,bogus,0.128,1.812,60022.7,4000.0,117.8,76.96,117.85,26.81,30.62,117.4,2.65,4.18,0.0,0.0,5.7,76.0,41.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J150116.28+070704.7,225.31782,7.1179878,0.132,M,,,,,59264.6,1.6,1.1,78.46,183.44,36.4,57.02,155.3,3.09,3.84,0.0,5.0,-9.3,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J150123.01+564149.8,225.3458879,56.6971752,1.883,MDQW,,,,,60525.3,486.3,238.3,17.34,24.49,17.59,17.03,164.1,3.21,5.2,0.0,0.0,5.4,36.0,21.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J150127.29+242950.4,225.3636973,24.4973467,0.285,MW,,,,,59195.5,3.4,0.0,39.69,95.89,23.16,56.96,163.3,5.81,8.9,0.0,1.0,49.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J150131.51+025922.5,225.3812829,2.9895864,0.508,MD,,AGN,0.048,0.243,59509.6,112.9,61.7,30.13,34.19,38.34,22.53,199.2,3.52,3.61,2.0,1.0,0.3,2.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J150140.92+470817.2,225.4205095,47.1381304,0.516,MW,,,,,58598.5,5.1,11.6,9.71,23.46,12.9,25.35,285.1,4.28,4.88,0.0,4.0,69.3,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J150148.59+382511.1,225.4524639,38.4197739,1.96,MDQW,,AGN,0.69,0.134,58358.2,129.0,4000.0,18.45,22.35,9.84,10.47,143.4,4.18,3.87,2.0,0.0,9.5,42.0,47.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J150152.81+330009.2,225.4700502,33.0025678,1.149,MD,,,,,59750.2,279.2,6.8,29.45,42.1,35.97,42.32,381.9,3.76,3.8,0.0,0.0,-7.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J150152.97+525516.2,225.470698,52.9211685,1.746,M,,,,,58296.8,1.4,3.0,10.0,10.9,32.72,7.78,297.2,3.94,4.51,1.0,2.0,-7.3,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J150155.23+393702.1,225.4801122,39.6172543,1.265,MD,,,,,58476.0,5.3,120.9,12.3,18.56,19.21,11.1,187.6,5.04,3.82,2.0,1.0,-0.4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J150202.95+425906.3,225.5123031,42.9851004,0.087,M,,,,,58828.3,34.2,6.2,170.24,410.38,37.14,78.72,128.3,2.77,3.63,2.0,3.0,-13.6,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
J150206.94+064108.4,225.5289293,6.6856656,3.156,MDQW,,,,,58796.8,298.6,122.8,117.97,146.98,107.1,110.89,739.0,2.92,3.01,0.0,0.0,-0.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J150207.62+553637.2,225.5317527,55.6103409,1.314,M,,,,,58199.0,362.9,0.2,11.64,13.7,13.21,13.17,277.0,4.73,4.88,1.0,2.0,60.8,45.0,53.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
J150209.87+141556.6,225.5411239,14.2657462,1.177,MDQW,,QSO,0.568,0.178,60429.8,3999.0,98.4,101.15,157.5,34.66,38.11,140.3,3.11,3.25,0.0,0.0,0.2,49.0,50.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J150215.13+345944.8,225.5630512,34.9957963,1.759,MDQW,,QSO,0.596,0.289,58505.0,0.6,4.2,77.77,97.05,32.31,0.0,122.3,3.73,3.4,2.0,0.0,-12.5,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
J150216.37+115503.2,225.5682,11.91758,0.032,M,,bogus,0.595,1.081,58249.9,2.5,2.2,763.61,2020.53,235.46,376.09,140.3,3.24,3.38,6.0,2.0,-10.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
J150216.55+251353.5,225.5689704,25.2315331,0.112,M,,,,,59185.5,40.0,1.1,81.95,199.55,26.28,46.69,127.3,3.61,3.25,6.0,2.0,-6.2,6.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
J150227.99+082428.7,225.6166304,8.4079795,0.163,M,,,,,59216.6,0.0,8.8,65.26,170.49,56.01,159.29,146.8,8.29,4.23,3.0,6.0,66.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J150229.05+524402.0,225.62105,52.733913,0.133,M,,,,,59193.6,11.4,2.3,208.84,607.33,50.32,133.09,113.3,3.19,3.45,5.0,5.0,-20.9,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
J150238.69+501524.0,225.6612138,50.2566751,0.172,MDW,,,,,58834.9,453.9,2.5,100.59,163.73,14.99,21.61,157.3,3.47,3.46,0.0,1.0,-8.7,88.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
J150240.58+091520.6,225.6690977,9.2557475,2.304,MD,,,,,59191.5,7.1,53.6,15.6,17.27,60.53,30.85,180.3,3.68,6.34,1.0,2.0,14.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J150242.38+075620.2,225.6765635,7.9389517,0.08,M,SN,SN,0.605,0.566,59991.0,24.3,3.6,183.52,413.5,148.78,245.09,147.3,8.17,3.45,1.0,2.0,90.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J150242.57+042436.4,225.6773646,4.4101273,1.14,MDQW,,QSO,0.699,0.076,59442.2,746.0,473.5,54.71,78.73,55.34,64.2,147.3,2.29,2.97,0.0,0.0,5.7,159.0,194.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
J150243.93+281739.9,225.6830373,28.2944342,1.164,MQ,,AGN,0.462,0.055,59659.4,145.0,256.8,42.48,98.8,31.35,41.69,158.3,3.66,4.68,0.0,1.0,36.8,57.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J150251.29-110657.8,225.7137061,-11.1160547,0.55,MQW,,Blazar,0.265,0.062,58804.9,241.9,1546.2,36.32,39.44,73.41,70.93,250.1,2.75,2.81,0.0,0.0,15.0,59.0,65.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
J150251.99+271609.0,225.7166104,27.2691661,0.156,M,,,,,59199.5,27.3,9.2,42.62,119.57,18.78,21.47,145.8,3.87,3.58,2.0,5.0,3.2,5.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
J150252.30+300051.0,225.7179139,30.0141774,0.108,M,,SN,0.345,0.086,58602.0,13.8,7.0,182.25,476.56,53.95,90.31,121.3,4.18,3.06,1.0,4.0,16.5,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
J150253.22+165508.3,225.721732,16.9189853,0.021,M,,bogus,0.248,1.195,59188.5,10.0,1.9,975.22,2330.86,317.86,429.75,237.2,2.89,3.39,3.0,3.0,6.6,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
J150254.42-154441.0,225.7267467,-15.744726,2.06,MQ,,QSO,0.551,0.18,59871.8,266.7,260.4,66.77,77.11,30.23,33.59,206.3,3.63,2.63,0.0,0.0,24.0,45.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J150258.90+370039.4,225.7454154,37.0109466,2.69,MD,,,,,59084.2,94.0,0.1,9.78,11.96,12.76,11.67,237.3,3.28,3.98,1.0,3.0,-11.4,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J150311.67+111027.3,225.7986327,11.1742651,0.043,M,,AGN,0.326,0.192,59202.5,160.0,14.2,258.54,592.78,57.46,92.94,140.3,3.53,3.72,2.0,2.0,13.3,40.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
J150314.05+231905.7,225.8085367,23.3182618,0.183,M,,AGN,0.503,0.131,59215.5,0.0,0.0,110.44,211.62,143.55,92.57,129.3,1.81,3.45,0.0,0.0,-6.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J150318.61+455651.5,225.8275516,45.9476643,0.425,MQW,,QSO,0.582,0.179,58211.4,121.8,20.5,33.02,38.92,11.89,15.81,127.2,3.72,5.78,3.0,1.0,-3.6,33.0,31.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
J150324.79+475829.8,225.8532888,47.9749583,0.344,M,,Blazar,0.767,0.059,59661.0,10.1,53.4,178.87,311.58,192.33,248.21,117.4,4.42,4.36,0.0,0.0,-0.1,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J150337.59+165524.6,225.9066347,16.9235054,1.9,MW,,QSO,0.049,0.054,59256.8,733.0,163.2,96.74,106.94,66.6,60.65,304.2,2.34,3.33,0.0,0.0,16.6,112.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J150340.67-154114.1,225.9194484,-15.6872619,0.38,MQW,Blazar,Blazar,0.461,0.087,60483.0,18.8,7.8,320.63,429.8,240.52,318.26,206.3,3.62,3.94,0.0,0.0,29.5,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J150347.37+004043.5,225.9473595,0.6787726,1.035,MDLQW,,QSO,0.594,0.261,59094.7,559.8,92.8,35.12,48.69,40.62,37.08,320.2,2.75,2.81,0.0,0.0,4.1,42.0,49.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
J150348.00+475931.0,225.9499819,47.991956,0.159,MQW,Blazar,Blazar,0.606,0.016,58534.4,6.2,251.7,30.55,44.98,57.46,82.93,161.4,4.64,4.22,0.0,1.0,17.7,37.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J150348.34+193941.4,225.9514164,19.6614997,0.337,MQW,,AGN,0.858,0.372,59203.5,101.8,56.7,76.74,118.77,27.13,23.47,146.3,4.01,5.08,1.0,1.0,-31.6,20.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
J150353.23+005838.0,225.9717835,0.9772376,2.088,MDLQW,,QSO,0.241,0.247,58591.2,104.6,4000.0,253.35,283.83,53.52,55.4,147.3,3.04,2.93,0.0,0.0,7.1,61.0,70.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
J150356.56+092245.4,225.9856516,9.3792914,0.411,MQ,,AGN,0.216,0.05,58461.6,47.9,291.9,18.05,43.4,31.57,27.16,204.3,4.24,4.27,0.0,0.0,24.9,25.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
J150359.33+091303.7,225.9971958,9.2177207,2.204,MDQW,,,,,59358.5,1.5,0.1,30.9,30.84,27.62,118.22,163.3,3.81,3.94,3.0,2.0,-9.7,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J150359.73+300321.9,225.9988887,30.0560917,0.32,MDLQW,,QSO,0.587,0.22,58212.2,219.4,7.0,24.79,36.66,17.58,9.13,138.3,4.87,3.32,0.0,0.0,-24.3,34.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J150402.54+114726.1,226.0105663,11.7905876,1.86,MQW,,,,,58513.9,58.5,5.1,44.17,48.8,22.14,43.17,379.0,2.38,4.01,0.0,0.0,3.8,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J150406.40+194451.2,226.0266829,19.7475716,0.592,MQW,,QSO,0.663,0.463,60413.3,591.5,135.9,54.83,64.58,21.67,20.94,146.3,3.05,3.13,0.0,0.0,-4.7,35.0,34.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J150411.54+020013.9,226.0480662,2.0038696,1.5,MDQ,,,,,60514.6,36.8,35.8,15.53,17.59,14.45,7.01,298.0,3.66,3.63,0.0,0.0,-8.2,10.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
J150424.98+102939.2,226.104084,10.4942245,1.838,MQW,Blazar,Blazar,0.582,0.031,59059.7,68.3,32.2,152.31,208.03,617.58,1071.89,145.3,4.48,4.72,0.0,0.0,35.6,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J150426.42+232453.7,226.1101,23.41494,0.053,M,,bogus,0.524,0.236,59195.3,4.2,9.1,663.73,1666.86,237.86,770.67,127.3,5.25,6.77,1.0,3.0,4.4,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J150435.11+301111.8,226.1462934,30.1866243,2.86,MD,,,,,59863.9,41.4,41.7,14.43,28.59,49.1,2.47,183.4,3.57,2.68,2.0,2.0,-24.7,0.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
J150435.58+242215.4,226.1482573,24.3709532,0.063,M,,AGN,0.032,1.091,59194.9,3.8,0.0,105.92,210.19,43.6,142.8,130.4,3.6,7.16,1.0,2.0,12.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
J150436.88+462126.6,226.1536645,46.3573959,1.743,MLQW,,CV/Nova,0.553,0.209,59448.0,224.4,218.0,222.35,254.11,90.71,83.25,117.4,2.97,2.94,0.0,0.0,27.7,56.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
J150441.18+071621.9,226.1715668,7.2727627,0.23,MDQW,,AGN,0.255,0.378,60288.3,193.1,192.1,48.51,84.53,32.34,27.28,148.3,3.6,4.55,2.0,0.0,62.0,44.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J150447.22+470913.8,226.1967663,47.1538588,0.411,MQ,,,,,59215.5,95.7,14.9,22.51,32.58,18.96,16.14,129.8,7.24,3.88,2.0,3.0,24.1,17.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J150450.98+484632.2,226.2124137,48.7756147,1.911,MW,,AGN,0.209,0.061,60038.3,231.8,51.8,17.2,19.11,15.18,12.95,151.1,3.3,3.66,1.0,0.0,-0.4,36.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
J150457.12+260058.4,226.2380104,26.0162421,0.054,M,,,,,59195.5,3.5,0.0,264.08,704.42,203.22,436.31,127.3,2.69,9.38,2.0,1.0,66.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
J150459.89+231058.7,226.2495365,23.1829928,0.034,M,,,,,59195.5,3.7,1.3,193.0,397.47,83.44,204.08,130.4,5.08,7.98,3.0,2.0,35.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J150506.48+032630.8,226.2769914,3.441893,0.408,MQW,Blazar,Blazar,0.665,0.161,60446.3,0.1,1.8,105.09,158.41,284.29,1206.13,147.3,5.36,6.33,3.0,4.0,169.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J150511.61+295027.5,226.2983787,29.8409735,0.134,M,,AGN,0.144,1.523,58212.5,19.1,8.5,87.01,193.39,40.24,54.39,120.3,8.52,5.25,2.0,2.0,105.0,6.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J150513.33+271242.3,226.305531,27.2117516,0.87,MQW,,AGN,0.0,0.087,58558.3,0.0,545.4,44.16,51.71,13.04,16.43,173.3,3.76,3.82,0.0,0.0,3.3,6.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J150514.87+285600.7,226.3119415,28.9335267,1.043,MDLQW,,QSO,0.598,0.118,60171.2,4000.0,43.8,72.14,91.42,27.65,27.31,127.3,3.7,4.31,0.0,0.0,1.8,58.0,27.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J150526.39+282603.4,226.3599604,28.4342771,0.112,M,,,,,59195.5,4.8,4.8,80.2,211.86,53.89,157.08,127.3,3.66,8.8,5.0,1.0,69.8,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J150535.58+254043.1,226.3982539,25.6786471,0.043,M,,,,,59195.5,5.5,12.1,176.12,375.79,75.49,163.85,127.3,3.3,6.76,3.0,2.0,16.3,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J150545.57+232234.4,226.43986,23.376225,0.186,M,,,,,59199.5,19.9,0.0,34.06,101.12,13.5,33.8,163.3,3.14,4.3,2.0,4.0,10.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J150550.56+403513.7,226.4606809,40.5871458,1.497,MDQW,,,,,59207.0,200.8,354.2,140.82,159.47,23.65,17.56,333.2,2.07,2.71,0.0,0.0,2.5,8.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
J150552.82+163424.9,226.4700863,16.5736082,0.661,MDQW,,QSO,0.614,0.232,60450.7,314.6,217.7,29.74,30.79,37.67,36.51,169.3,3.25,3.16,0.0,0.0,0.6,39.0,37.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
J150601.26+142949.8,226.50526,14.49718,0.045,M,,,,,58872.9,11.5,0.0,454.29,1106.68,95.53,198.68,140.3,2.9,3.7,1.0,3.0,-13.3,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
J150605.38+371512.6,226.522405,37.2535235,1.874,MQ,,Blazar,0.031,0.09,60000.2,61.5,32.5,21.11,30.57,37.69,56.77,268.1,3.59,4.3,2.0,2.0,3.4,11.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J150609.38+254657.7,226.5391,25.78272,0.022,M,,,,,59195.5,3.5,5.5,946.64,2062.56,435.75,1620.08,127.3,5.19,10.5,3.0,1.0,103.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J150619.73+423748.0,226.5821916,42.630008,0.154,MLQW,,,,,59515.0,43.7,20.8,32.91,49.91,86.7,41.2,120.3,3.92,4.07,2.0,1.0,-3.6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J150620.83+293957.0,226.5868004,29.665852,0.059,MD,,AGN,0.395,0.154,59195.5,4.3,1.0,257.93,565.45,111.68,293.12,120.3,5.34,7.32,4.0,2.0,52.1,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J150621.86-165418.9,226.591092,-16.9052734,1.55,MQW,,QSO,0.752,0.184,59169.5,128.1,208.9,32.35,42.53,24.05,24.88,250.2,2.46,3.11,2.0,1.0,12.0,17.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J150628.83+400439.7,226.6201208,40.0777187,1.325,MDQW,,QSO,0.177,0.064,58328.8,2.5,1.1,15.3,31.17,86.18,52.77,186.2,3.73,3.61,3.0,0.0,-14.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J150631.40+283418.9,226.6308504,28.5719391,0.11,M,,,,,59195.5,3.4,6.4,193.35,362.84,50.9,173.94,127.3,3.42,6.96,2.0,1.0,19.8,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J150634.06+310202.6,226.641913,31.0340799,1.434,MDQW,,,,,59498.9,55.1,0.4,20.46,43.35,22.78,17.46,160.3,3.62,4.52,5.0,3.0,-2.5,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J150636.57+270238.2,226.6523804,27.0439431,0.079,M,,,,,59195.4,4.0,4.1,163.22,430.29,74.84,331.07,127.3,3.72,9.46,3.0,1.0,86.1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J150644.47+081400.7,226.6853067,8.2335337,0.376,MQW,Blazar,Blazar,0.71,0.029,60395.7,17.5,211.4,415.61,562.99,218.47,324.58,140.3,4.07,5.06,0.0,0.0,6.9,11.0,18.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J150652.25+492740.9,226.7177289,49.4613859,2.023,MQW,,,,,60201.5,4000.0,6.5,21.71,31.98,7.91,9.71,157.2,3.44,5.48,0.0,1.0,9.1,32.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J150652.26+282314.0,226.717755,28.3872221,0.059,M,,,,,59215.6,0.0,32.0,179.31,408.39,32.78,47.21,127.3,3.53,5.66,1.0,0.0,-3.8,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
J150652.87-163754.0,226.7202802,-16.6316673,1.79,MQW,,VS,0.178,0.086,59565.0,266.0,362.0,162.37,219.12,85.82,82.96,206.3,2.87,2.76,0.0,0.0,19.1,54.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
J150654.95+004004.2,226.7289406,0.6678377,1.18,MDQW,,Blazar,0.211,0.11,58837.6,1142.8,1543.5,51.82,90.05,88.89,101.58,178.3,3.0,2.25,0.0,0.0,-6.8,158.0,183.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
J150707.49+614119.8,226.7812102,61.6888388,1.511,MQW,,QSO,0.798,0.114,58238.2,167.0,199.2,63.78,82.91,21.21,18.93,109.3,5.18,4.01,1.0,0.0,-2.8,58.0,55.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
J150710.54+543020.4,226.7939304,54.5056789,0.752,M,,SN,0.633,0.644,58816.9,60.6,57.3,15.04,19.2,37.07,47.83,198.1,3.19,8.41,0.0,0.0,78.5,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
J150711.98+202846.6,226.7999,20.47961,0.042,M,,,,,58876.4,3.8,1.2,912.97,2269.09,236.74,382.51,146.3,2.74,2.65,2.0,2.0,-10.1,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
J150713.16+153240.3,226.8048247,15.544551,0.143,M,,,,,58583.4,2.4,54.5,62.04,141.58,17.55,22.56,169.3,3.34,3.4,4.0,4.0,-8.4,3.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
J150714.14-200627.2,226.8089,-20.10758,0.054,M,,,,,58508.5,4.3,50.5,302.72,794.79,67.46,303.86,206.3,3.22,4.07,0.0,0.0,24.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
J150719.86+293355.6,226.8327613,29.5654682,0.058,MD,,AGN,0.584,0.372,59194.6,6.7,0.0,308.05,691.02,64.87,257.34,127.3,3.04,4.68,0.0,0.0,-8.3,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J150721.15+353616.7,226.8381274,35.6046467,1.518,MDQW,,QSO,0.914,0.166,59628.4,0.0,315.0,33.76,46.02,13.55,2.52,120.3,3.78,3.33,1.0,0.0,-29.3,49.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
J150722.04+283403.1,226.8418296,28.5675498,1.972,MQW,,QSO,0.601,0.324,60402.3,247.3,491.2,63.45,71.39,45.16,43.67,127.3,2.79,3.35,0.0,0.0,-8.7,93.0,56.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
