AGN_name,RA,DEC,z,source,type,ALeRCE,prob_diff_top2,alert_offset,t0,te,tg,r0_g,r0_r,A_g,A_r,max_gap,peak_sigma_g,peak_sigma_r,excess_num_g,excess_num_r,delta_bic,flare_point_g,flare_point_r,flag_1,flag_2,flag_3,flag_4,flag_5,flag_6,flag_7,flag_8
J212447.06-105100.5,321.19609798278054,-10.850156736165664,1.159,QW,,,,,58420.1,107.8,136.4,15.64,21.17,13.28,16.1,234.3,3.06,3.23,0.0,0.0,15.7,20.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J204536.07-123321.9,311.4002950455847,-12.556104440636066,0.102,Q,,AGN,0.687,0.131,58996.4,674.2,650.5,272.83,441.72,123.56,148.17,175.4,3.28,3.45,0.0,0.0,37.6,137.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J203214.51-130900.2,308.0604583138003,-13.150074263136013,0.938,Q,,CV/Nova,0.077,0.062,58346.8,1.9,29.8,27.47,37.06,29.85,42.9,204.3,5.18,5.92,1.0,0.0,37.4,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J203331.13-110224.1,308.37969611423085,-11.040027364807392,0.926,Q,,,,,59542.9,0.2,34.3,21.3,25.93,29.26,31.49,230.3,4.47,9.24,1.0,0.0,50.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J205442.91-053645.9,313.6787938202192,-5.61277373765323,1.845,QW,,,,,59319.7,119.3,593.9,29.52,31.26,15.96,13.65,177.3,3.8,3.99,0.0,0.0,18.7,67.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J204738.55-033259.6,311.9106098489732,-3.5498972982867616,0.603,Q,,SLSN,0.017,0.049,60438.2,106.2,107.1,34.96,36.37,53.94,43.31,198.3,4.44,4.08,0.0,0.0,28.4,22.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J000557.49-070303.3,1.4895507,-7.0509202,,W,,,,,59400.4,0.0,846.5,17.29,22.29,13.21,13.07,243.2,3.74,3.18,0.0,1.0,29.6,49.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J001014.65-215727.0,2.5610382,-21.9575057,,W,,,,,58387.3,1.5,0.4,31.98,31.16,25.64,28.04,275.8,3.6,3.96,0.0,0.0,22.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J001824.39-074441.4,4.6016042,-7.7448347,,W,,,,,58435.3,0.6,1.4,54.96,82.26,40.75,51.31,223.2,4.42,4.83,0.0,1.0,29.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J001952.54+264732.0,4.9689189,26.7922468,,W,,Blazar,0.455,0.192,59841.9,47.4,2.6,12.18,21.05,48.65,95.61,252.3,4.71,6.97,0.0,0.0,139.5,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J002255.67+820930.2,5.7319627,82.1584083,,W,,SLSN,0.028,0.066,59050.2,128.4,30.4,18.85,41.32,48.9,67.12,244.4,3.47,4.16,0.0,0.0,64.2,30.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J002332.25-070119.6,5.884358,-7.0221155,,W,,,,,58474.1,34.7,96.1,35.73,74.39,21.01,20.05,271.2,4.96,4.78,1.0,0.0,15.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J002443.40+485127.9,6.1808416,48.8577514,,W,,,,,59185.2,23.6,10.7,21.93,63.38,15.04,23.81,213.3,4.72,5.9,1.0,0.0,67.5,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J002531.05+491118.2,6.3793791,49.1883933,,W,,,,,58637.9,90.0,342.0,20.66,58.13,45.87,23.93,231.4,4.08,8.07,1.0,0.0,179.8,55.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J002546.53+505740.9,6.4438606,50.9613672,,W,,,,,58435.2,83.0,132.1,13.21,37.06,11.14,12.01,243.2,3.02,3.95,1.0,0.0,13.5,37.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J003302.72-213000.1,8.2613252,-21.5000517,,W,,,,,58832.2,13.4,3.8,58.83,125.04,46.09,143.55,253.3,3.58,6.1,0.0,0.0,45.6,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J003559.38+045721.7,8.9974011,4.956052,,W,,AGN,0.084,0.071,58431.8,177.8,127.7,17.68,39.13,54.69,47.43,247.2,3.57,3.73,0.0,0.0,45.3,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J004013.75+235403.7,10.0573021,23.9010434,,W,,SN,0.77,0.637,59438.4,13.1,6.0,36.78,85.86,29.16,32.85,172.2,5.94,4.31,0.0,2.0,79.4,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J004259.04+273050.7,10.7459842,27.5140833,,W,,SN,0.42,0.449,60406.4,165.3,37.6,16.43,22.87,37.02,45.26,209.8,4.75,5.64,0.0,0.0,51.2,17.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J004406.48-032438.7,11.026997,-3.4107724,,W,,,,,58435.7,16.1,2.7,45.39,84.61,25.09,42.79,251.2,3.54,4.89,1.0,1.0,26.4,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J004515.42-045612.0,11.3142635,-4.9366733,,W,,,,,59227.2,5.0,0.0,57.41,102.69,72.26,64.19,324.1,6.82,3.32,0.0,1.0,46.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J004553.05-001350.6,11.4710441,-0.2307334,,W,,,,,58438.1,19.1,3.6,23.23,57.9,20.23,35.15,237.2,3.73,4.36,1.0,0.0,24.9,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J005140.93-131906.0,12.9205532,-13.3183522,,W,SN,SNII,0.325,0.921,58671.9,48.9,81.6,296.21,408.65,214.94,511.93,231.2,5.66,4.84,0.0,0.0,143.4,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J005733.44-234725.0,14.3893488,-23.7902894,,W,,AGN,0.7,0.497,59151.9,129.1,444.6,54.11,130.47,46.76,43.86,338.6,2.54,3.07,0.0,0.0,13.8,47.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J005839.07+151801.0,14.6627725,15.3002913,,W,,AGN,0.445,0.11,58909.8,328.2,77.3,48.78,127.36,66.06,74.64,143.0,3.82,4.71,0.0,0.0,45.7,75.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J010349.53+420829.8,15.9563819,42.1416141,,W,,YSO,0.062,2.837,59278.5,486.1,289.8,36.53,60.27,20.7,16.42,153.3,3.83,3.1,0.0,1.0,13.4,108.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J010532.46+142112.3,16.3852439,14.3534229,,W,,SNIa,0.327,1.205,58704.8,17.3,7.2,97.94,185.8,57.3,68.35,165.3,6.28,5.23,1.0,0.0,140.1,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J010834.94+440821.7,17.1455649,44.1393782,,W,,,,,59354.5,151.3,33.8,13.36,18.34,19.46,17.45,216.3,3.09,4.87,0.0,1.0,10.5,29.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J011043.91+041314.0,17.6829544,4.2205728,,W,,CV/Nova,0.042,1.449,59531.0,6.4,8.2,30.22,47.15,57.79,80.24,207.2,3.24,2.96,1.0,0.0,18.4,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J011622.37-110417.7,19.0932107,-11.0716025,,W,SN,SN,0.405,0.558,60341.1,0.0,14.0,133.58,259.07,348.73,282.62,238.2,8.88,10.89,0.0,0.0,288.6,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J012142.31-015432.6,20.4262894,-1.9090759,,W,,,,,58431.3,8.1,0.3,24.63,66.93,34.74,29.34,253.1,4.65,3.27,2.0,0.0,14.4,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J012513.45+324953.3,21.3060362,32.8314853,,W,,,,,59926.4,130.1,17.3,28.86,48.77,10.68,14.52,166.2,4.37,6.56,1.0,1.0,54.7,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J012927.72-252049.5,22.3654826,-25.3471047,,W,,,,,58429.9,49.2,0.5,46.52,151.48,37.96,44.14,295.1,3.83,4.39,0.0,0.0,21.5,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J013227.22+152633.5,23.1134341,15.4426599,,W,,,,,58713.5,54.1,264.5,14.1,31.12,162.66,243.74,242.1,3.14,6.14,1.0,0.0,127.8,21.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J013241.65+411613.7,23.1735565,41.2704826,,W,,SLSN,0.005,1.917,59005.5,172.2,77.8,11.53,22.81,17.28,17.32,239.1,4.04,4.49,0.0,0.0,69.6,38.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J013312.97-144621.8,23.30403,-14.77274,,W,,,,,59146.0,4.8,0.0,36.74,69.75,74.61,30.21,259.2,5.76,2.96,1.0,0.0,16.4,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J015006.50+120520.2,27.5270782,12.0889647,,W,,AGN,0.657,0.131,58434.3,210.2,115.8,46.59,112.43,29.34,29.66,252.2,3.14,4.06,1.0,1.0,54.8,38.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J020118.53-182911.6,30.3271916,-18.4865677,,W,,,,,59190.1,0.0,7.7,20.0,21.17,27.04,28.77,269.2,3.58,4.38,0.0,1.0,10.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J021554.98+052425.3,33.9790845,5.4070462,,W,,Blazar,0.436,0.504,59066.4,21.0,10.7,16.3,19.67,60.37,103.31,412.9,3.47,4.07,0.0,0.0,50.6,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J022126.07-273438.6,35.358613,-27.5774138,,W,,,,,59023.7,124.9,351.4,68.81,154.1,51.78,40.38,281.2,3.3,3.03,0.0,1.0,28.6,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J022259.42-220959.6,35.7475764,-22.1665706,,W,,,,,59159.5,114.7,12.9,15.26,18.27,27.39,31.69,438.8,2.97,3.0,0.0,0.0,43.1,12.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J022607.10+032148.5,36.5295829,3.3634928,,W,,,,,60190.3,7.5,12.7,31.79,77.16,27.27,36.28,253.2,5.15,7.64,0.0,0.0,79.4,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J023206.48+225255.0,38.0270204,22.8819503,,W,,,,,59064.6,3.3,0.0,12.52,26.75,25.81,15.26,245.2,4.93,3.3,1.0,1.0,16.9,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J023521.28+404133.1,38.8386711,40.692545,,W,,AGN,0.76,0.068,60326.2,0.1,7.8,66.23,126.82,58.39,49.51,183.2,3.83,3.2,0.0,0.0,25.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J024022.36+113411.1,40.0931834,11.5697524,,W,,AGN,0.088,0.082,59708.0,201.3,92.8,13.08,22.28,23.72,35.52,265.2,3.36,3.29,0.0,0.0,13.0,29.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J024406.24-030432.7,41.0260019,-3.0757747,,W,,AGN,0.612,1.757,58611.9,315.0,139.4,33.33,32.51,33.42,27.05,180.3,2.7,4.85,0.0,0.0,39.7,46.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J024650.77+392235.9,41.7115267,39.3766568,,W,,,,,58771.8,3.5,1.5,9.4,15.99,65.41,58.01,264.7,10.01,3.8,0.0,2.0,182.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J024739.83+253834.8,41.9159597,25.643015,,W,,,,,60378.2,214.5,12.6,14.67,22.86,13.54,23.53,256.2,2.77,5.16,2.0,0.0,30.3,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J024957.51+195644.3,42.4896236,19.945654,,W,,,,,59971.0,45.6,17.2,32.03,78.75,24.3,18.74,177.3,5.36,3.62,1.0,1.0,31.9,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J025305.80-055137.8,43.2741474,-5.8605145,,W,,,,,59958.1,28.9,2.9,64.1,125.32,51.47,76.37,172.3,3.37,4.27,2.0,0.0,36.2,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J025351.47+113244.4,43.4644635,11.5456873,,W,,AGN,0.457,0.283,59854.2,21.0,9.2,44.89,106.68,28.38,45.68,177.3,4.0,5.25,1.0,1.0,50.5,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J025411.02+255325.1,43.5459027,25.8903138,,W,,AGN,0.44,0.152,58913.2,64.6,168.9,17.8,44.23,30.01,27.04,188.3,3.01,3.78,0.0,0.0,39.3,36.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J025446.96-131237.7,43.6956476,-13.2104828,,W,,CV/Nova,0.03,1.369,58833.3,49.1,0.1,134.73,116.54,31.09,108.04,180.3,4.11,3.84,0.0,2.0,30.3,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J025537.15-160331.4,43.9047758,-16.058734,,W,,,,,58510.2,0.0,3.5,38.19,95.87,30.03,20.65,276.2,5.07,3.66,0.0,2.0,12.6,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J030121.26+424400.9,45.3385873,42.7335978,,W,,QSO,0.038,1.146,60456.4,125.2,435.6,19.22,21.68,24.05,25.04,180.3,4.0,3.97,0.0,0.0,11.6,49.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J031132.53+413424.4,47.8855362,41.5734638,,W,,Blazar,0.569,0.023,58628.8,67.1,95.3,56.16,92.12,118.81,184.17,192.2,7.07,6.71,0.0,0.0,25.6,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J032512.36-144323.1,51.3015028,-14.723082,,W,,,,,59967.7,11.2,1.5,49.29,109.2,47.19,53.29,222.3,5.02,3.8,0.0,2.0,16.6,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J032812.02-224402.0,52.0501007,-22.733894,,W,,,,,59980.9,1.6,6.0,29.91,70.63,36.51,135.53,309.9,2.98,6.57,0.0,1.0,26.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J033835.05+181512.0,54.6460509,18.2533367,,W,,AGN,0.29,0.837,60252.7,24.4,7.9,55.18,123.92,68.15,71.58,163.3,6.2,6.64,0.0,0.0,167.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J034018.25+823645.9,55.0760481,82.6127635,,W,,,,,59211.1,66.5,41.0,55.57,68.6,23.95,22.31,166.3,3.49,3.0,1.0,0.0,24.9,25.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J034701.71-110053.6,56.7571183,-11.0148894,,W,,AGN,0.054,0.378,58748.5,39.6,2.2,13.4,21.55,40.54,55.39,371.0,3.22,5.01,0.0,1.0,58.3,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J034734.33-274452.5,56.8930456,-27.7479403,,W,,bogus,0.013,0.808,59875.6,13.6,4.6,76.77,157.82,55.43,46.2,229.4,4.51,3.93,1.0,0.0,16.9,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J034932.67-271115.2,57.3861044,-27.1875689,,W,,,,,58849.7,52.9,238.9,99.17,142.47,31.04,40.2,223.6,3.04,4.82,1.0,0.0,12.4,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J041241.76+140308.5,63.1740033,14.0523688,,W,,VS,0.321,0.119,59491.9,24.8,16.5,55.26,385.18,76.53,652.37,177.2,4.44,4.07,0.0,0.0,13.1,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J041518.49+172143.0,63.8270413,17.3619521,,W,,,,,58931.1,250.4,8.4,19.98,50.75,22.11,27.39,176.3,3.94,3.89,1.0,0.0,13.3,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J041915.95+064240.1,64.8164477,6.7111541,,W,,,,,58709.6,111.1,188.2,16.26,23.24,23.98,26.9,192.3,3.48,3.81,0.0,0.0,23.8,31.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J042418.62-173727.1,66.0775825,-17.62421,,W,,AGN,0.063,0.172,60094.9,256.6,118.1,58.58,94.81,205.9,180.61,199.3,3.07,2.81,0.0,0.0,25.9,32.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J042709.00-233323.7,66.7875028,-23.5565941,,W,,Blazar,0.34,0.063,60251.6,90.3,34.0,20.99,29.18,26.1,39.31,314.1,3.57,4.34,0.0,0.0,11.7,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J043026.12-154626.3,67.6088332,-15.7739853,,W,,AGN,0.192,0.299,58860.1,169.7,142.4,68.11,117.18,35.71,34.58,227.2,3.72,2.97,1.0,0.0,19.8,34.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J043447.13-201415.6,68.6963824,-20.2376714,,W,,AGN,0.694,0.321,59993.3,32.1,107.2,29.46,77.41,28.93,23.55,202.3,3.54,3.16,0.0,2.0,31.8,16.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J044128.86+040839.7,70.3702649,4.1443728,,W,,Blazar,0.35,0.144,59187.9,13.1,5.0,43.13,97.53,43.11,79.32,183.2,4.09,3.79,0.0,0.0,22.4,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J044325.89+693032.8,70.8578954,69.5091258,,W,,,,,58435.4,1.9,2.9,28.77,60.18,13.73,46.69,153.3,3.43,5.07,1.0,1.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J044647.26-230704.1,71.6969358,-23.1178077,,W,,,,,59972.2,32.0,77.7,27.12,31.74,20.9,15.81,303.2,2.98,3.66,0.0,0.0,16.9,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J045917.02+220044.8,74.8209353,22.0124666,,W,,AGN,0.116,0.116,59666.2,50.1,48.0,12.09,27.46,70.15,120.43,271.3,4.25,7.09,0.0,0.0,198.7,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J051623.77+623918.3,79.0990567,62.6550897,,W,,,,,58818.4,286.5,63.0,10.34,16.19,4.87,8.92,211.2,4.42,4.0,1.0,0.0,10.6,18.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J052743.22-184432.1,81.9300882,-18.7422662,,W,,,,,59246.1,110.5,261.8,30.34,33.76,20.0,15.3,217.2,2.94,3.84,1.0,1.0,18.3,37.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J060826.67+555909.8,92.1111222,55.9860819,,W,,SNIbc,0.104,0.231,60246.6,4.0,5.9,13.13,18.69,95.73,177.23,292.1,7.68,9.53,0.0,0.0,425.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J061641.81-104108.4,94.1742001,-10.6856927,,W,,VS,0.173,0.024,59144.5,37.2,16.3,17.27,35.82,9.73,27.16,294.2,2.84,3.03,0.0,2.0,13.2,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J061709.74+830046.6,94.2905649,83.0129613,,W,,AGN,0.821,0.679,58875.5,306.7,117.6,48.24,106.41,39.82,42.82,147.2,3.16,3.5,0.0,0.0,78.3,48.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J061948.11+603330.7,94.9504656,60.5585341,,W,,SN,0.651,0.135,59287.0,23.4,6.5,11.47,24.85,51.83,60.95,292.0,5.85,6.26,0.0,0.0,212.4,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J063115.07+735351.0,97.8127998,73.8975081,,W,,,,,58521.2,108.6,120.7,15.49,21.03,131.1,41.5,198.3,4.05,3.9,1.0,0.0,105.5,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J063304.73+330930.4,98.2697147,33.1584477,,W,,,,,58534.2,293.8,291.4,23.82,33.9,20.44,19.01,150.3,4.23,3.02,1.0,0.0,13.2,59.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J063637.98+520715.1,99.1582455,52.1208775,,W,,,,,59721.5,134.4,295.8,16.35,29.26,10.73,9.74,147.3,3.07,3.54,1.0,1.0,42.5,25.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J063758.12+840856.4,99.4921603,84.14901,,W,,,,,58763.5,7.7,0.2,16.79,23.59,80.09,94.67,315.3,5.09,6.31,0.0,1.0,130.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J063826.73+284215.6,99.6113784,28.7043358,,W,,AGN,0.238,0.653,58289.6,114.0,50.0,16.76,45.21,31.28,30.31,215.3,3.35,2.92,1.0,1.0,47.5,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J063831.33+500127.7,99.6305364,50.0243677,,W,,,,,59214.7,195.2,170.0,12.27,17.99,16.52,10.05,334.0,3.33,2.87,0.0,1.0,34.8,52.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J070003.45+355008.3,105.0143703,35.8356407,,W,,,,,58561.8,0.4,3.6,48.3,84.27,19.11,50.86,157.3,3.84,4.45,1.0,1.0,11.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J070326.68+274615.7,105.8611764,27.7710539,,W,,Blazar,0.165,0.038,60168.1,76.4,13.2,51.13,90.15,60.74,64.81,144.3,4.83,5.51,0.0,0.0,52.7,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J070905.71+524852.2,107.2737948,52.8145259,,W,,,,,59903.0,140.3,87.1,31.86,72.97,16.18,15.17,139.2,3.42,3.43,0.0,1.0,98.1,24.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J071019.54+714444.6,107.5814075,71.7457217,,W,,,,,58509.1,0.4,13.0,48.61,102.62,49.45,35.82,144.3,7.21,3.62,1.0,1.0,56.1,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J071805.14+194302.7,109.5214025,19.7174288,,W,,SN,0.571,0.442,58365.8,26.5,62.4,23.29,58.65,30.86,53.99,199.3,4.72,6.25,0.0,1.0,117.8,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J072209.43+412644.8,110.5392996,41.445791,,W,,,,,58529.7,69.7,17.8,27.23,35.0,44.32,24.99,139.3,6.51,3.71,0.0,2.0,35.7,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J072418.60+124625.5,111.0774923,12.7737683,,W,,,,,58735.4,164.4,372.5,21.15,38.11,15.39,26.48,200.2,2.7,3.48,2.0,0.0,52.9,49.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J072950.08+352856.3,112.4586547,35.4823239,,W,,SN,0.655,0.191,58723.4,20.8,21.2,113.28,231.67,66.5,106.32,146.3,6.76,6.04,0.0,0.0,144.6,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J074845.64+030124.2,117.190184,3.0234072,,W,,SN,0.388,0.111,58853.2,11.5,201.0,36.13,80.57,27.27,26.65,167.3,3.37,3.56,0.0,0.0,28.8,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J075108.94+224426.9,117.7872358,22.7408315,,W,SN,SN,0.129,0.93,58951.4,18.8,7.6,94.21,181.41,507.35,676.53,163.3,7.97,8.46,0.0,0.0,425.1,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J075147.28+323641.9,117.9470016,32.6116401,,W,,,,,58784.0,1.5,2.0,24.55,45.47,30.78,73.03,236.2,3.52,7.01,0.0,2.0,36.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J075236.81+660139.6,118.1533728,66.0276728,,W,,,,,59274.5,2.4,3.9,13.23,25.33,15.16,18.7,205.1,5.16,4.36,0.0,2.0,27.1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J082009.71+425941.0,125.0404574,42.9947388,,W,,SNII,0.008,1.043,59529.2,261.0,153.1,41.72,63.36,65.12,91.43,155.3,3.5,3.41,0.0,0.0,59.4,31.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J082134.03+405833.6,125.3918074,40.9760244,,W,,AGN,0.793,0.194,60181.2,87.9,6.0,109.14,198.16,59.87,71.44,156.2,4.0,6.18,0.0,0.0,59.7,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J082215.55+092538.2,125.5647855,9.4272787,,W,,,,,59693.1,18.5,15.3,31.31,69.37,22.94,29.72,198.4,4.18,4.71,0.0,0.0,53.5,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J082539.51+262112.5,126.4146171,26.3534902,,W,,QSO,0.672,0.967,59004.2,255.1,190.6,21.16,27.82,16.19,14.84,173.3,3.2,3.95,0.0,0.0,18.4,54.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J082544.81+224035.9,126.436699,22.6766383,,W,,,,,60230.8,0.0,7.0,67.52,106.37,44.67,36.12,162.3,6.34,3.93,0.0,0.0,26.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J082625.03+213510.5,126.6042788,21.5862639,,W,,,,,60229.5,0.0,6.1,49.57,96.58,45.85,37.1,168.3,4.42,3.7,0.0,2.0,10.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J082748.80+030747.0,126.9533256,3.1297337,,W,,,,,58834.2,60.1,166.4,16.45,24.91,17.65,16.31,335.0,3.25,4.0,0.0,0.0,26.6,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J082810.76-025438.1,127.0448456,-2.9105975,,W,,AGN,0.261,0.099,58618.2,110.3,139.6,108.66,219.38,97.51,97.79,165.3,4.27,4.42,0.0,0.0,11.7,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J082852.42+471557.1,127.2184256,47.2658707,,W,,SN,0.023,0.623,60386.5,20.5,7.9,18.58,47.25,39.38,47.99,162.3,6.33,7.72,0.0,1.0,151.1,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
